farm_id,sensor_id,timestamp,region,N,P,K,temperature,humidity,ph,rainfall,ndvi,soc,crop
FARM_0386,SENSOR_6504,2026-01-01 06:25:00,Central,32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,0.84,3.42,kidneybeans
FARM_0387,SENSOR_7503,2026-01-01 06:26:00,South,17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,0.72,4.07,kidneybeans
FARM_0388,SENSOR_4261,2026-01-01 06:27:00,Central,13,69,19,17.30844532,20.01730914,5.86390397,115.199245,0.25,2.2,kidneybeans
FARM_0389,SENSOR_7549,2026-01-01 06:28:00,East,14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,0.39,2.54,kidneybeans
FARM_0390,SENSOR_3209,2026-01-01 06:29:00,East,9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,0.47,2.89,kidneybeans
FARM_0391,SENSOR_6344,2026-01-01 06:30:00,East,20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,0.55,2.86,kidneybeans
FARM_0392,SENSOR_6784,2026-01-01 06:31:00,East,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,0.37,2.96,kidneybeans
FARM_0393,SENSOR_5602,2026-01-01 06:32:00,East,27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,0.34,2.81,kidneybeans
FARM_0394,SENSOR_4629,2026-01-01 06:33:00,North,14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,0.45,3.41,kidneybeans
FARM_0395,SENSOR_1937,2026-01-01 06:34:00,West,7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,0.27,1.97,kidneybeans
FARM_0396,SENSOR_8966,2026-01-01 06:35:00,East,27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,0.7,2.11,kidneybeans
FARM_0397,SENSOR_4292,2026-01-01 06:36:00,Central,30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,0.64,3.74,kidneybeans
FARM_0398,SENSOR_7803,2026-01-01 06:37:00,Central,37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,0.49,2.67,kidneybeans
FARM_0399,SENSOR_4393,2026-01-01 06:38:00,East,27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,0.63,1.42,kidneybeans
FARM_0400,SENSOR_7916,2026-01-01 06:39:00,North,22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,0.78,1.87,kidneybeans
FARM_0401,SENSOR_3213,2026-01-01 06:40:00,West,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,0.64,3.26,pigeonpeas
FARM_0402,SENSOR_1532,2026-01-01 06:41:00,East,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,0.64,2.03,pigeonpeas
FARM_0403,SENSOR_3771,2026-01-01 06:42:00,West,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,0.57,4.37,pigeonpeas
FARM_0404,SENSOR_8242,2026-01-01 06:43:00,North,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,0.4,2.96,pigeonpeas
FARM_0405,SENSOR_4901,2026-01-01 06:44:00,East,10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,0.38,2.41,pigeonpeas
FARM_0406,SENSOR_3788,2026-01-01 06:45:00,East,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,0.51,3.84,pigeonpeas
FARM_0407,SENSOR_8217,2026-01-01 06:46:00,Central,40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,0.58,4.29,pigeonpeas
FARM_0408,SENSOR_4319,2026-01-01 06:47:00,South,38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,0.86,1.06,pigeonpeas
FARM_0409,SENSOR_5317,2026-01-01 06:48:00,West,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,0.9,3.0,pigeonpeas
FARM_0410,SENSOR_6719,2026-01-01 06:49:00,East,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,0.73,3.31,pigeonpeas
FARM_0411,SENSOR_3801,2026-01-01 06:50:00,North,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,0.56,3.6,pigeonpeas
FARM_0412,SENSOR_5921,2026-01-01 06:51:00,West,16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,0.45,3.49,pigeonpeas
FARM_0413,SENSOR_9565,2026-01-01 06:52:00,East,31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,0.92,3.17,pigeonpeas
FARM_0414,SENSOR_1676,2026-01-01 06:53:00,West,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,0.78,4.28,pigeonpeas
FARM_0415,SENSOR_5184,2026-01-01 06:54:00,Central,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,0.67,2.72,pigeonpeas
FARM_0416,SENSOR_2951,2026-01-01 06:55:00,East,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,0.83,3.88,pigeonpeas
FARM_0417,SENSOR_7692,2026-01-01 06:56:00,South,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,0.78,4.11,pigeonpeas
FARM_0418,SENSOR_8017,2026-01-01 06:57:00,Central,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,0.47,3.77,pigeonpeas
FARM_0419,SENSOR_6626,2026-01-01 06:58:00,Central,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,0.95,3.88,pigeonpeas
FARM_0420,SENSOR_6664,2026-01-01 06:59:00,North,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,0.48,3.95,pigeonpeas
FARM_0421,SENSOR_6716,2026-01-01 07:00:00,North,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,0.54,3.78,pigeonpeas
FARM_0422,SENSOR_9415,2026-01-01 07:01:00,Central,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,0.66,2.54,pigeonpeas
FARM_0423,SENSOR_4806,2026-01-01 07:02:00,North,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,0.54,3.1,pigeonpeas
FARM_0424,SENSOR_6118,2026-01-01 07:03:00,Central,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,0.37,1.49,pigeonpeas
FARM_0425,SENSOR_1160,2026-01-01 07:04:00,East,16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,0.88,2.13,pigeonpeas
FARM_0426,SENSOR_6964,2026-01-01 07:05:00,East,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,0.28,1.59,pigeonpeas
FARM_0427,SENSOR_3163,2026-01-01 07:06:00,South,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,0.64,2.93,pigeonpeas
FARM_0428,SENSOR_3527,2026-01-01 07:07:00,North,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,0.51,2.15,pigeonpeas
FARM_0429,SENSOR_1397,2026-01-01 07:08:00,Central,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,0.42,2.63,pigeonpeas
FARM_0430,SENSOR_3792,2026-01-01 07:09:00,South,1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,0.78,1.05,pigeonpeas
FARM_0431,SENSOR_5607,2026-01-01 07:10:00,South,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,0.91,4.18,pigeonpeas
FARM_0432,SENSOR_4778,2026-01-01 07:11:00,West,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,0.59,1.0,pigeonpeas
FARM_0433,SENSOR_1919,2026-01-01 07:12:00,North,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,0.85,3.78,pigeonpeas
FARM_0434,SENSOR_4368,2026-01-01 07:13:00,South,27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,0.47,3.22,pigeonpeas
FARM_0435,SENSOR_8797,2026-01-01 07:14:00,East,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,0.5,2.36,pigeonpeas
FARM_0436,SENSOR_5076,2026-01-01 07:15:00,North,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,0.71,1.01,pigeonpeas
FARM_0437,SENSOR_3810,2026-01-01 07:16:00,South,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,0.3,3.15,pigeonpeas
FARM_0438,SENSOR_9498,2026-01-01 07:17:00,East,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,0.26,2.41,pigeonpeas
FARM_0439,SENSOR_9540,2026-01-01 07:18:00,North,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,0.46,3.2,pigeonpeas
FARM_0440,SENSOR_1415,2026-01-01 07:19:00,South,39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,0.36,3.01,pigeonpeas
FARM_0441,SENSOR_6977,2026-01-01 07:20:00,Central,6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,0.69,2.07,pigeonpeas
FARM_0442,SENSOR_9302,2026-01-01 07:21:00,East,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,0.87,4.02,pigeonpeas
FARM_0443,SENSOR_4849,2026-01-01 07:22:00,West,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,0.92,3.4,pigeonpeas
FARM_0444,SENSOR_4128,2026-01-01 07:23:00,North,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,0.65,1.14,pigeonpeas
FARM_0445,SENSOR_6365,2026-01-01 07:24:00,South,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,0.37,2.9,pigeonpeas
FARM_0446,SENSOR_4451,2026-01-01 07:25:00,North,23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,0.73,2.64,pigeonpeas
FARM_0447,SENSOR_2176,2026-01-01 07:26:00,East,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,0.58,2.17,pigeonpeas
FARM_0448,SENSOR_1226,2026-01-01 07:27:00,North,28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,0.72,4.5,pigeonpeas
FARM_0449,SENSOR_7505,2026-01-01 07:28:00,Central,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,0.83,4.03,pigeonpeas
FARM_0450,SENSOR_2390,2026-01-01 07:29:00,West,36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,0.8,4.2,pigeonpeas
FARM_0451,SENSOR_3800,2026-01-01 07:30:00,North,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,0.28,3.91,pigeonpeas
FARM_0452,SENSOR_8169,2026-01-01 07:31:00,West,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,0.46,2.02,pigeonpeas
FARM_0453,SENSOR_3043,2026-01-01 07:32:00,East,17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,0.45,3.68,pigeonpeas
FARM_0454,SENSOR_7744,2026-01-01 07:33:00,Central,5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,0.76,3.67,pigeonpeas
FARM_0455,SENSOR_9479,2026-01-01 07:34:00,North,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,0.44,2.41,pigeonpeas
FARM_0456,SENSOR_6034,2026-01-01 07:35:00,North,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,0.38,2.24,pigeonpeas
FARM_0457,SENSOR_8233,2026-01-01 07:36:00,West,13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,0.4,1.19,pigeonpeas
FARM_0458,SENSOR_8563,2026-01-01 07:37:00,North,6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,0.9,2.31,pigeonpeas
FARM_0459,SENSOR_5045,2026-01-01 07:38:00,North,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,0.65,3.85,pigeonpeas
FARM_0460,SENSOR_6976,2026-01-01 07:39:00,South,25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,0.37,1.53,pigeonpeas
FARM_0461,SENSOR_3622,2026-01-01 07:40:00,East,34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,0.47,3.71,pigeonpeas
FARM_0462,SENSOR_8921,2026-01-01 07:41:00,South,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,0.8,3.2,pigeonpeas
FARM_0463,SENSOR_4390,2026-01-01 07:42:00,West,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,0.66,3.23,pigeonpeas
FARM_0464,SENSOR_9226,2026-01-01 07:43:00,North,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,0.86,4.14,pigeonpeas
FARM_0465,SENSOR_7077,2026-01-01 07:44:00,East,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,0.33,2.85,pigeonpeas
FARM_0466,SENSOR_2947,2026-01-01 07:45:00,Central,7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,0.42,1.76,pigeonpeas
FARM_0467,SENSOR_6228,2026-01-01 07:46:00,East,29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,0.54,1.06,pigeonpeas
FARM_0468,SENSOR_3640,2026-01-01 07:47:00,North,30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,0.57,4.23,pigeonpeas
FARM_0469,SENSOR_8686,2026-01-01 07:48:00,East,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,0.86,1.1,pigeonpeas
FARM_0470,SENSOR_9525,2026-01-01 07:49:00,South,19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,0.61,1.76,pigeonpeas
FARM_0471,SENSOR_7678,2026-01-01 07:50:00,South,3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,0.42,2.12,pigeonpeas
FARM_0472,SENSOR_3573,2026-01-01 07:51:00,Central,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,0.82,2.15,pigeonpeas
FARM_0473,SENSOR_1980,2026-01-01 07:52:00,West,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,0.56,4.38,pigeonpeas
FARM_0474,SENSOR_4361,2026-01-01 07:53:00,East,37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,0.36,2.84,pigeonpeas
FARM_0475,SENSOR_7434,2026-01-01 07:54:00,Central,9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,0.33,1.23,pigeonpeas
FARM_0476,SENSOR_9432,2026-01-01 07:55:00,North,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,0.35,1.61,pigeonpeas
FARM_0477,SENSOR_9378,2026-01-01 07:56:00,West,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,0.58,4.29,pigeonpeas
FARM_0478,SENSOR_8757,2026-01-01 07:57:00,South,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,0.82,2.19,pigeonpeas
FARM_0479,SENSOR_8852,2026-01-01 07:58:00,Central,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,0.35,2.14,pigeonpeas
FARM_0480,SENSOR_5369,2026-01-01 07:59:00,West,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,0.27,1.93,pigeonpeas
FARM_0481,SENSOR_8738,2026-01-01 08:00:00,West,27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,0.38,3.1,pigeonpeas
FARM_0482,SENSOR_6020,2026-01-01 08:01:00,West,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,0.64,3.19,pigeonpeas
FARM_0483,SENSOR_2803,2026-01-01 08:02:00,East,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,0.51,2.99,pigeonpeas
FARM_0484,SENSOR_8171,2026-01-01 08:03:00,East,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,0.57,3.11,pigeonpeas
FARM_0485,SENSOR_7142,2026-01-01 08:04:00,Central,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,0.85,1.11,pigeonpeas
FARM_0486,SENSOR_2345,2026-01-01 08:05:00,Central,18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,0.39,4.4,pigeonpeas
FARM_0487,SENSOR_9464,2026-01-01 08:06:00,North,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,0.93,1.45,pigeonpeas
FARM_0488,SENSOR_3610,2026-01-01 08:07:00,North,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,0.71,2.62,pigeonpeas
FARM_0489,SENSOR_5089,2026-01-01 08:08:00,Central,27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,0.75,2.22,pigeonpeas
FARM_0490,SENSOR_3359,2026-01-01 08:09:00,West,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,0.5,4.19,pigeonpeas
FARM_0491,SENSOR_2072,2026-01-01 08:10:00,Central,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,0.4,1.32,pigeonpeas
FARM_0492,SENSOR_8198,2026-01-01 08:11:00,East,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,0.91,1.05,pigeonpeas
FARM_0493,SENSOR_4615,2026-01-01 08:12:00,South,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,0.81,2.43,pigeonpeas
FARM_0494,SENSOR_7533,2026-01-01 08:13:00,North,7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,0.7,1.62,pigeonpeas
FARM_0495,SENSOR_5336,2026-01-01 08:14:00,West,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,0.81,3.77,pigeonpeas
FARM_0496,SENSOR_6126,2026-01-01 08:15:00,North,35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,0.84,3.2,pigeonpeas
FARM_0497,SENSOR_6885,2026-01-01 08:16:00,North,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,0.43,1.52,pigeonpeas
FARM_0498,SENSOR_5656,2026-01-01 08:17:00,Central,20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,0.53,2.5,pigeonpeas
FARM_0499,SENSOR_1163,2026-01-01 08:18:00,North,10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,0.62,3.99,pigeonpeas
FARM_0500,SENSOR_4162,2026-01-01 08:19:00,South,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,0.58,3.77,pigeonpeas
FARM_0501,SENSOR_8859,2026-01-01 08:20:00,Central,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,0.65,1.47,mothbeans
FARM_0502,SENSOR_7525,2026-01-01 08:21:00,North,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,0.53,2.46,mothbeans
FARM_0503,SENSOR_3638,2026-01-01 08:22:00,West,36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,0.93,1.88,mothbeans
FARM_0504,SENSOR_3514,2026-01-01 08:23:00,North,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,0.71,1.85,mothbeans
FARM_0505,SENSOR_6706,2026-01-01 08:24:00,Central,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,0.66,2.51,mothbeans
FARM_0506,SENSOR_6462,2026-01-01 08:25:00,South,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,0.61,1.24,mothbeans
FARM_0507,SENSOR_2737,2026-01-01 08:26:00,West,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,0.89,3.72,mothbeans
FARM_0508,SENSOR_5133,2026-01-01 08:27:00,South,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,0.82,2.12,mothbeans
FARM_0509,SENSOR_4754,2026-01-01 08:28:00,East,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,0.27,4.22,mothbeans
FARM_0510,SENSOR_6385,2026-01-01 08:29:00,Central,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,0.39,3.61,mothbeans
FARM_0511,SENSOR_4024,2026-01-01 08:30:00,North,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,0.88,1.27,mothbeans
FARM_0512,SENSOR_9140,2026-01-01 08:31:00,North,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,0.5,3.73,mothbeans
FARM_0513,SENSOR_1330,2026-01-01 08:32:00,West,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,0.65,1.57,mothbeans
FARM_0514,SENSOR_8450,2026-01-01 08:33:00,East,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,0.81,3.18,mothbeans
FARM_0515,SENSOR_8370,2026-01-01 08:34:00,North,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,0.64,3.88,mothbeans
FARM_0516,SENSOR_7557,2026-01-01 08:35:00,North,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,0.7,1.84,mothbeans
FARM_0517,SENSOR_8756,2026-01-01 08:36:00,South,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,0.79,2.96,mothbeans
FARM_0518,SENSOR_9558,2026-01-01 08:37:00,Central,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,0.85,1.34,mothbeans
FARM_0519,SENSOR_7737,2026-01-01 08:38:00,South,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,0.27,4.36,mothbeans
FARM_0520,SENSOR_1352,2026-01-01 08:39:00,East,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,0.89,3.07,mothbeans
FARM_0521,SENSOR_4308,2026-01-01 08:40:00,Central,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,0.51,2.19,mothbeans
FARM_0522,SENSOR_9980,2026-01-01 08:41:00,West,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,0.5,2.34,mothbeans
FARM_0523,SENSOR_3402,2026-01-01 08:42:00,East,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,0.81,2.9,mothbeans
FARM_0524,SENSOR_5399,2026-01-01 08:43:00,East,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,0.85,1.03,mothbeans
FARM_0525,SENSOR_8034,2026-01-01 08:44:00,Central,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,0.69,3.93,mothbeans
FARM_0526,SENSOR_4533,2026-01-01 08:45:00,North,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,0.68,4.37,mothbeans
FARM_0527,SENSOR_2651,2026-01-01 08:46:00,North,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,0.73,1.92,mothbeans
FARM_0528,SENSOR_1992,2026-01-01 08:47:00,North,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,0.9,3.13,mothbeans
FARM_0529,SENSOR_9115,2026-01-01 08:48:00,North,22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,0.37,4.12,mothbeans
FARM_0530,SENSOR_7119,2026-01-01 08:49:00,South,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,0.25,4.04,mothbeans
FARM_0531,SENSOR_4775,2026-01-01 08:50:00,West,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,0.4,3.94,mothbeans
FARM_0532,SENSOR_1938,2026-01-01 08:51:00,South,17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,0.89,3.31,mothbeans
FARM_0533,SENSOR_2100,2026-01-01 08:52:00,West,8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,0.85,1.25,mothbeans
FARM_0534,SENSOR_8521,2026-01-01 08:53:00,South,7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,0.27,3.5,mothbeans
FARM_0535,SENSOR_3811,2026-01-01 08:54:00,South,36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,0.45,4.31,mothbeans
FARM_0536,SENSOR_4674,2026-01-01 08:55:00,West,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,0.34,2.29,mothbeans
FARM_0537,SENSOR_9078,2026-01-01 08:56:00,East,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,0.51,1.4,mothbeans
FARM_0538,SENSOR_5092,2026-01-01 08:57:00,North,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,0.85,3.43,mothbeans
FARM_0539,SENSOR_2545,2026-01-01 08:58:00,North,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,0.88,2.21,mothbeans
FARM_0540,SENSOR_9515,2026-01-01 08:59:00,Central,9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,0.53,1.94,mothbeans
FARM_0541,SENSOR_6778,2026-01-01 09:00:00,East,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,0.39,1.83,mothbeans
FARM_0542,SENSOR_4724,2026-01-01 09:01:00,East,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,0.67,2.92,mothbeans
FARM_0543,SENSOR_6854,2026-01-01 09:02:00,South,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,0.58,4.11,mothbeans
FARM_0544,SENSOR_7838,2026-01-01 09:03:00,Central,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,0.84,2.67,mothbeans
FARM_0545,SENSOR_5013,2026-01-01 09:04:00,West,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,0.81,4.06,mothbeans
FARM_0546,SENSOR_7058,2026-01-01 09:05:00,East,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,0.4,1.24,mothbeans
FARM_0547,SENSOR_3916,2026-01-01 09:06:00,South,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,0.34,1.63,mothbeans
FARM_0548,SENSOR_8940,2026-01-01 09:07:00,West,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,0.94,2.28,mothbeans
FARM_0549,SENSOR_2488,2026-01-01 09:08:00,Central,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,0.32,1.69,mothbeans
FARM_0550,SENSOR_8487,2026-01-01 09:09:00,South,9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,0.31,4.3,mothbeans
FARM_0551,SENSOR_2645,2026-01-01 09:10:00,Central,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,0.78,3.97,mothbeans
FARM_0552,SENSOR_6399,2026-01-01 09:11:00,South,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,0.94,2.14,mothbeans
FARM_0553,SENSOR_7172,2026-01-01 09:12:00,North,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,0.59,1.81,mothbeans
FARM_0554,SENSOR_2333,2026-01-01 09:13:00,Central,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,0.79,1.17,mothbeans
FARM_0555,SENSOR_1195,2026-01-01 09:14:00,South,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,0.56,1.62,mothbeans
FARM_0556,SENSOR_3828,2026-01-01 09:15:00,West,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,0.92,1.56,mothbeans
FARM_0557,SENSOR_2300,2026-01-01 09:16:00,West,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,0.92,4.31,mothbeans
FARM_0558,SENSOR_7940,2026-01-01 09:17:00,West,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,0.86,3.38,mothbeans
FARM_0559,SENSOR_9506,2026-01-01 09:18:00,Central,21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,0.89,3.72,mothbeans
FARM_0560,SENSOR_1788,2026-01-01 09:19:00,North,35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,0.63,3.68,mothbeans
FARM_0561,SENSOR_4540,2026-01-01 09:20:00,South,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,0.34,2.97,mothbeans
FARM_0562,SENSOR_5026,2026-01-01 09:21:00,West,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,0.57,3.35,mothbeans
FARM_0563,SENSOR_8068,2026-01-01 09:22:00,North,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,0.53,1.86,mothbeans
FARM_0564,SENSOR_9236,2026-01-01 09:23:00,East,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,0.35,3.78,mothbeans
FARM_0565,SENSOR_1495,2026-01-01 09:24:00,Central,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,0.62,3.12,mothbeans
FARM_0566,SENSOR_3603,2026-01-01 09:25:00,East,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,0.3,1.4,mothbeans
